index,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Cancelled
2406,536589,21777,,-10,2010-12-01 16:50:00,0.0,,United Kingdom,False
4347,536764,84952C,,-38,2010-12-02 14:42:00,0.0,,United Kingdom,False
7188,536996,22712,,-20,2010-12-03 15:30:00,0.0,,United Kingdom,False
7189,536997,22028,,-20,2010-12-03 15:30:00,0.0,,United Kingdom,False
7190,536998,85067,,-6,2010-12-03 15:30:00,0.0,,United Kingdom,False
7192,537000,21414,,-22,2010-12-03 15:32:00,0.0,,United Kingdom,False
7193,537001,21653,,-6,2010-12-03 15:33:00,0.0,,United Kingdom,False
7195,537003,85126,,-2,2010-12-03 15:33:00,0.0,,United Kingdom,False
7196,537004,21814,,-30,2010-12-03 15:34:00,0.0,,United Kingdom,False
7197,537005,21692,,-70,2010-12-03 15:35:00,0.0,,United Kingdom,False
7198,537006,21648,,-130,2010-12-03 15:36:00,0.0,,United Kingdom,False
7199,537007,21172,,-80,2010-12-03 15:36:00,0.0,,United Kingdom,False
7200,537008,21161,,-120,2010-12-03 15:37:00,0.0,,United Kingdom,False
7201,537009,84534B,,-80,2010-12-03 15:38:00,0.0,,United Kingdom,False
7202,537010,22162,,-40,2010-12-03 15:38:00,0.0,,United Kingdom,False
7203,537011,22139,,-5,2010-12-03 15:38:00,0.0,,United Kingdom,False
7204,537012,21535,,-12,2010-12-03 15:39:00,0.0,,United Kingdom,False
7205,537013,35965,,-25,2010-12-03 15:40:00,0.0,,United Kingdom,False
7206,537014,21040,,-20,2010-12-03 15:40:00,0.0,,United Kingdom,False
7207,537015,37464,,-14,2010-12-03 15:41:00,0.0,,United Kingdom,False
7208,537016,21836,,-15,2010-12-03 15:41:00,0.0,,United Kingdom,False
7209,537017,47556B,,-69,2010-12-03 15:41:00,0.0,,United Kingdom,False
7210,537018,84562A,,-3,2010-12-03 15:42:00,0.0,,United Kingdom,False
7211,537019,37474,,-15,2010-12-03 15:43:00,0.0,,United Kingdom,False
7212,537020,21807,,-30,2010-12-03 15:43:00,0.0,,United Kingdom,False
7213,537021,21011,,-20,2010-12-03 15:43:00,0.0,,United Kingdom,False
7291,537027,18098C,,-140,2010-12-03 16:36:00,0.0,,United Kingdom,False
7292,537028,21696,,-320,2010-12-03 16:36:00,0.0,,United Kingdom,False
7293,537029,37476,,-6,2010-12-03 16:37:00,0.0,,United Kingdom,False
7313,537032,21275,?,-30,2010-12-03 16:50:00,0.0,,United Kingdom,False
12069,537363,84569B,,-20,2010-12-06 12:35:00,0.0,,United Kingdom,False
12070,537364,21027,,-70,2010-12-06 12:36:00,0.0,,United Kingdom,False
12934,537401,84898F,,-24,2010-12-06 14:37:00,0.0,,United Kingdom,False
13217,537425,84968F,check,-20,2010-12-06 15:35:00,0.0,,United Kingdom,False
13218,537426,84968E,check,-35,2010-12-06 15:36:00,0.0,,United Kingdom,False
13219,537427,84968B,,-21,2010-12-06 15:37:00,0.0,,United Kingdom,False
13264,537432,35833G,damages,-43,2010-12-06 16:10:00,0.0,,United Kingdom,False
14060,537449,21054,,-30,2010-12-07 09:26:00,0.0,,United Kingdom,False
14061,537450,20684,,-19,2010-12-07 09:26:00,0.0,,United Kingdom,False
14062,537451,84881,,-11,2010-12-07 09:27:00,0.0,,United Kingdom,False
14063,537452,20941,,-24,2010-12-07 09:28:00,0.0,,United Kingdom,False
14064,537453,21248,,-18,2010-12-07 09:28:00,0.0,,United Kingdom,False
14065,537454,21349,,-44,2010-12-07 09:30:00,0.0,,United Kingdom,False
14066,537455,22155,,-70,2010-12-07 09:31:00,0.0,,United Kingdom,False
14217,537466,21488,,-50,2010-12-07 10:33:00,0.0,,United Kingdom,False
17158,537687,84840,,-9,2010-12-08 10:26:00,0.0,,United Kingdom,False
19599,537870,21486,,-77,2010-12-08 17:08:00,0.0,,United Kingdom,False
19996,537999,22034,,-223,2010-12-09 11:44:00,0.0,,United Kingdom,False
20393,538042,21763,,-4,2010-12-09 13:10:00,0.0,,United Kingdom,False
20394,538043,22833,,-1,2010-12-09 13:10:00,0.0,,United Kingdom,False
20399,538046,85008,,-15,2010-12-09 13:12:00,0.0,,United Kingdom,False
20400,538047,21429,,-70,2010-12-09 13:13:00,0.0,,United Kingdom,False
20469,538054,85167B,,-24,2010-12-09 13:34:00,0.0,,United Kingdom,False
20470,538055,22454,,-20,2010-12-09 13:34:00,0.0,,United Kingdom,False
20506,538058,20966,,-150,2010-12-09 13:38:00,0.0,,United Kingdom,False
20522,538061,21801,,-38,2010-12-09 13:39:00,0.0,,United Kingdom,False
21338,538072,22423,faulty,-13,2010-12-09 14:10:00,0.0,,United Kingdom,False
21349,538074,21743,,-80,2010-12-09 14:11:00,0.0,,United Kingdom,False
21518,538090,20956,?,-723,2010-12-09 14:48:00,0.0,,United Kingdom,False
21520,538092,37467,,-177,2010-12-09 14:49:00,0.0,,United Kingdom,False
22293,538158,20892,,-32,2010-12-09 17:17:00,0.0,,United Kingdom,False
22294,538159,21324,,-18,2010-12-09 17:17:00,0.0,,United Kingdom,False
22296,538161,46000S,Dotcom sales,-100,2010-12-09 17:25:00,0.0,,United Kingdom,False
22297,538162,46000M,Dotcom sales,-100,2010-12-09 17:25:00,0.0,,United Kingdom,False
22534,538173,22353,,-28,2010-12-10 09:35:00,0.0,,United Kingdom,False
23764,538241,21431,,-21,2010-12-10 12:00:00,0.0,,United Kingdom,False
23765,538247,79067,,-145,2010-12-10 12:09:00,0.0,,United Kingdom,False
29972,538837,85135B,,-40,2010-12-14 13:10:00,0.0,,United Kingdom,False
31226,538906,21895,,-5,2010-12-15 10:31:00,0.0,,United Kingdom,False
42289,539980,35001W,,-36,2010-12-23 14:34:00,0.0,,United Kingdom,False
42498,539994,22830,,-1,2011-01-04 10:09:00,0.0,,United Kingdom,False
42499,539995,85064,,-12,2011-01-04 10:12:00,0.0,,United Kingdom,False
42500,539996,21784,,-10,2011-01-04 10:12:00,0.0,,United Kingdom,False
42503,539999,20892,,-1,2011-01-04 10:16:00,0.0,,United Kingdom,False
42504,540000,84499,,-9,2011-01-04 10:17:00,0.0,,United Kingdom,False
42562,540008,85230F,,-48,2011-01-04 11:10:00,0.0,,United Kingdom,False
42563,540009,22158,,-120,2011-01-04 11:10:00,0.0,,United Kingdom,False
42564,540010,22501,reverse 21/5/10 adjustment,-100,2011-01-04 11:13:00,0.0,,United Kingdom,False
42566,540012,22502,reverse 21/5/10 adjustment,-100,2011-01-04 11:14:00,0.0,,United Kingdom,False
43662,540100,22837,?,-106,2011-01-04 16:53:00,0.0,,United Kingdom,False
43704,540119,22865,,-60,2011-01-05 10:07:00,0.0,,United Kingdom,False
44863,540241,35957,,-939,2011-01-05 15:17:00,0.0,,United Kingdom,False
45150,540252,22198,,-100,2011-01-05 16:25:00,0.0,,United Kingdom,False
45623,540272,90096,,-54,2011-01-06 11:57:00,0.0,,United Kingdom,False
46883,540369,47591D,,-201,2011-01-06 16:20:00,0.0,,United Kingdom,False
50151,540549,21587,,-53,2011-01-10 09:07:00,0.0,,United Kingdom,False
50806,540558,21258,?,-29,2011-01-10 10:04:00,0.0,,United Kingdom,False
50808,540560,21589,,-14,2011-01-10 10:08:00,0.0,,United Kingdom,False
50849,540564,22617,"mouldy, thrown away.",-2600,2011-01-10 10:36:00,0.0,,United Kingdom,False
51048,540637,21275,,-5,2011-01-10 12:13:00,0.0,,United Kingdom,False
51049,540638,72038P,damages,-990,2011-01-10 12:14:00,0.0,,United Kingdom,False
51672,540650,85124C,,-8,2011-01-10 14:59:00,0.0,,United Kingdom,False
51673,540651,82599,?,-290,2011-01-10 15:00:00,0.0,,United Kingdom,False
51762,540678,21667,,-1,2011-01-10 16:21:00,0.0,,United Kingdom,False
51763,540679,21667,,-1,2011-01-10 16:21:00,0.0,,United Kingdom,False
52094,540683,84546,,-45,2011-01-10 17:00:00,0.0,,United Kingdom,False
52095,540684,35271S,,-13,2011-01-10 17:01:00,0.0,,United Kingdom,False
52379,540778,84029E,,-50,2011-01-11 11:15:00,0.0,,United Kingdom,False
55189,540978,84050,counted,-310,2011-01-12 15:04:00,0.0,,United Kingdom,False
55319,540987,17011A,,-61,2011-01-12 16:15:00,0.0,,United Kingdom,False
55837,541000,21632,,-41,2011-01-13 10:11:00,0.0,,United Kingdom,False
61702,541482,22837,,-35,2011-01-18 12:32:00,0.0,,United Kingdom,False
61838,541487,85118,,-35,2011-01-18 13:19:00,0.0,,United Kingdom,False
63099,541519,21429,,-15,2011-01-19 09:11:00,0.0,,United Kingdom,False
64320,541600,22866,,-64,2011-01-19 16:48:00,0.0,,United Kingdom,False
64321,541601,22632,,-84,2011-01-19 16:48:00,0.0,,United Kingdom,False
65063,541685,22351,Given away,-1400,2011-01-20 15:41:00,0.0,,United Kingdom,False
65077,541687,46000S,Dotcom,-300,2011-01-20 15:42:00,0.0,,United Kingdom,False
65943,541702,22451,,-30,2011-01-21 09:44:00,0.0,,United Kingdom,False
66518,541802,20854,,-80,2011-01-21 14:45:00,0.0,,United Kingdom,False
68920,541882,48185,?,-57,2011-01-24 10:54:00,0.0,,United Kingdom,False
69215,541967,84823,,-3,2011-01-24 13:35:00,0.0,,United Kingdom,False
72006,542225,85096,label mix up,-59,2011-01-26 13:10:00,0.0,,United Kingdom,False
73589,542361,85161,samples/damages,-20,2011-01-27 12:47:00,0.0,,United Kingdom,False
73590,542362,20699,,-16,2011-01-27 12:49:00,0.0,,United Kingdom,False
73593,542365,21897,,-22,2011-01-27 12:51:00,0.0,,United Kingdom,False
73604,542367,82583,,-30,2011-01-27 12:57:00,0.0,,United Kingdom,False
73605,542368,85188B,,-70,2011-01-27 12:59:00,0.0,,United Kingdom,False
73753,542379,35922,,-30,2011-01-27 13:58:00,0.0,,United Kingdom,False
73754,542380,84917,,-50,2011-01-27 13:59:00,0.0,,United Kingdom,False
73849,542391,84455,,-31,2011-01-27 14:54:00,0.0,,United Kingdom,False
73850,542392,84227,,-2,2011-01-27 14:56:00,0.0,,United Kingdom,False
73935,542396,22146,,-4,2011-01-27 15:12:00,0.0,,United Kingdom,False
74283,542414,84967A,,-2,2011-01-27 17:15:00,0.0,,United Kingdom,False
74284,542415,84967B,,-1,2011-01-27 17:15:00,0.0,,United Kingdom,False
74287,542417,84966B,,-11,2011-01-27 17:38:00,0.0,,United Kingdom,False
74288,542418,84966A,,-17,2011-01-27 17:39:00,0.0,,United Kingdom,False
74668,542518,22184,,-13,2011-01-28 12:17:00,0.0,,United Kingdom,False
74825,542529,DCGS0055,,-1,2011-01-28 13:08:00,0.0,,United Kingdom,False
74838,542531,DCGS0072,,-1,2011-01-28 13:08:00,0.0,,United Kingdom,False
74839,542532,DCGS0074,,-1,2011-01-28 13:09:00,0.0,,United Kingdom,False
75220,542544,17165D,,-10,2011-01-28 14:43:00,0.0,,United Kingdom,False
75222,542546,20734,,-1,2011-01-28 14:44:00,0.0,,United Kingdom,False
75223,542547,20864,,-1,2011-01-28 14:45:00,0.0,,United Kingdom,False
75224,542548,20892,,-1,2011-01-28 14:45:00,0.0,,United Kingdom,False
75226,542550,20910,,-1,2011-01-28 14:45:00,0.0,,United Kingdom,False
75227,542551,21282,,-1,2011-01-28 14:46:00,0.0,,United Kingdom,False
75228,542552,21645,,-1,2011-01-28 14:47:00,0.0,,United Kingdom,False
75229,542553,21805,,-1,2011-01-28 14:49:00,0.0,,United Kingdom,False
75230,542554,21836,,-1,2011-01-28 14:49:00,0.0,,United Kingdom,False
75231,542555,21841,,-1,2011-01-28 14:50:00,0.0,,United Kingdom,False
75232,542556,22143,,-1,2011-01-28 14:50:00,0.0,,United Kingdom,False
75233,542557,22765,,-1,2011-01-28 14:50:00,0.0,,United Kingdom,False
75234,542558,35644,,-1,2011-01-28 14:51:00,0.0,,United Kingdom,False
75235,542559,35991,,-1,2011-01-28 14:51:00,0.0,,United Kingdom,False
75236,542560,47579,,-1,2011-01-28 14:51:00,0.0,,United Kingdom,False
75237,542561,84424A,,-1,2011-01-28 14:52:00,0.0,,United Kingdom,False
75238,542562,84499,,-1,2011-01-28 14:52:00,0.0,,United Kingdom,False
75239,542563,84509F,,-1,2011-01-28 14:52:00,0.0,,United Kingdom,False
75240,542564,84526,,-1,2011-01-28 14:52:00,0.0,,United Kingdom,False
75241,542565,84664,,-1,2011-01-28 14:52:00,0.0,,United Kingdom,False
75242,542566,84964B,,-1,2011-01-28 14:53:00,0.0,,United Kingdom,False
75243,542567,84975,,-1,2011-01-28 14:53:00,0.0,,United Kingdom,False
75252,542569,85028L,,-1,2011-01-28 14:53:00,0.0,,United Kingdom,False
75253,542570,85028S,,-1,2011-01-28 14:53:00,0.0,,United Kingdom,False
75254,542571,85031C,,-1,2011-01-28 14:54:00,0.0,,United Kingdom,False
75255,542572,85064,,-1,2011-01-28 14:54:00,0.0,,United Kingdom,False
75256,542573,85110,,-1,2011-01-28 14:55:00,0.0,,United Kingdom,False
75257,542574,85119,,-1,2011-01-28 14:55:00,0.0,,United Kingdom,False
75258,542575,85126,,-1,2011-01-28 14:55:00,0.0,,United Kingdom,False
75259,542576,85179B,,-1,2011-01-28 14:56:00,0.0,,United Kingdom,False
75260,542577,85232B,,-1,2011-01-28 14:56:00,0.0,,United Kingdom,False
75292,542579,90000C,,-1,2011-01-28 14:57:00,0.0,,United Kingdom,False
75293,542580,90095,,-1,2011-01-28 14:58:00,0.0,,United Kingdom,False
75294,542581,90091,,-1,2011-01-28 14:58:00,0.0,,United Kingdom,False
75295,542582,DCGS0057,,-6,2011-01-28 15:01:00,0.0,,United Kingdom,False
78235,542861,47591B,?,-207,2011-02-01 11:47:00,0.0,,United Kingdom,False
78424,542879,22242,,-19,2011-02-01 12:52:00,0.0,,United Kingdom,False
78456,542882,22162,,-40,2011-02-01 12:55:00,0.0,,United Kingdom,False
78457,542883,21448,,-40,2011-02-01 13:07:00,0.0,,United Kingdom,False
78458,542884,84748,,-52,2011-02-01 13:08:00,0.0,,United Kingdom,False
78459,542885,84465,,-6,2011-02-01 13:08:00,0.0,,United Kingdom,False
80302,543034,85049F,,-130,2011-02-02 15:50:00,0.0,,United Kingdom,False
80303,543035,35004C,,-206,2011-02-02 15:51:00,0.0,,United Kingdom,False
82251,543194,21355,,-217,2011-02-04 12:25:00,0.0,,United Kingdom,False
82794,543257,84611B,thrown away,-1430,2011-02-04 16:06:00,0.0,,United Kingdom,False
82796,543259,84612B,thrown away,-162,2011-02-04 16:07:00,0.0,,United Kingdom,False
82797,543260,84613A,thrown away,-230,2011-02-04 16:07:00,0.0,,United Kingdom,False
82798,543261,84613C,,-173,2011-02-04 16:08:00,0.0,,United Kingdom,False
82799,543262,84614A,thrown away,-390,2011-02-04 16:08:00,0.0,,United Kingdom,False
82827,543265,84872A,,-4,2011-02-04 17:23:00,0.0,,United Kingdom,False
82828,543266,82095,,-5,2011-02-04 17:24:00,0.0,,United Kingdom,False
82831,543269,84638,,-18,2011-02-04 17:25:00,0.0,,United Kingdom,False
82832,543270,84631,,-19,2011-02-04 17:25:00,0.0,,United Kingdom,False
82833,543271,21087,,-6,2011-02-04 17:26:00,0.0,,United Kingdom,False
83504,543308,35969,,-3,2011-02-07 12:04:00,0.0,,United Kingdom,False
83562,543310,35954,,-234,2011-02-07 12:10:00,0.0,,United Kingdom,False
84409,543390,84880,,-5,2011-02-08 10:02:00,0.0,,United Kingdom,False
85787,543521,22769,,-6,2011-02-09 11:49:00,0.0,,United Kingdom,False
86322,543545,22627,,-11,2011-02-09 15:50:00,0.0,,United Kingdom,False
86513,543552,22847,,-10,2011-02-10 10:05:00,0.0,,United Kingdom,False
87404,543654,22525,,-57,2011-02-11 10:29:00,0.0,,United Kingdom,False
87405,543655,21717,,-42,2011-02-11 10:30:00,0.0,,United Kingdom,False
87406,543656,84801B,,-44,2011-02-11 10:30:00,0.0,,United Kingdom,False
88203,543783,20966,,-41,2011-02-11 16:45:00,0.0,,United Kingdom,False
89118,543827,84406B,incorrectly made-thrown away.,-64,2011-02-14 09:44:00,0.0,,United Kingdom,False
90556,544046,21785,,-140,2011-02-15 12:34:00,0.0,,United Kingdom,False
90697,544063,22837,,-9,2011-02-15 13:37:00,0.0,,United Kingdom,False
91072,544086,21785,,-7,2011-02-15 16:49:00,0.0,,United Kingdom,False
94300,544342,22633,,-53,2011-02-18 09:44:00,0.0,,United Kingdom,False
94301,544343,22867,,-99,2011-02-18 09:45:00,0.0,,United Kingdom,False
94304,544346,22114,,-21,2011-02-18 09:50:00,0.0,,United Kingdom,False
94305,544347,22114,,-4,2011-02-18 09:51:00,0.0,,United Kingdom,False
94587,544396,62094B,,-92,2011-02-18 12:16:00,0.0,,United Kingdom,False
94765,544410,84997C,?,-741,2011-02-18 13:54:00,0.0,,United Kingdom,False
96374,544554,22588,,-41,2011-02-21 12:12:00,0.0,,United Kingdom,False
96679,544579,21651,,-6,2011-02-21 14:05:00,0.0,,United Kingdom,False
97643,544649,21621,?,-400,2011-02-22 12:37:00,0.0,,United Kingdom,False
99161,544703,22202,,-114,2011-02-23 10:35:00,0.0,,United Kingdom,False
100714,544832,62096A,,-88,2011-02-24 10:05:00,0.0,,United Kingdom,False
100747,544834,90200C,,-33,2011-02-24 10:15:00,0.0,,United Kingdom,False
104083,545127,22024,,-50,2011-02-28 12:04:00,0.0,,United Kingdom,False
104084,545135,22028,,-30,2011-02-28 12:06:00,0.0,,United Kingdom,False
105334,545219,20738,,-36,2011-02-28 17:04:00,0.0,,United Kingdom,False
105719,545236,22797,damages,-15,2011-03-01 10:32:00,0.0,,United Kingdom,False
107041,545401,21769,showroom,-5,2011-03-02 12:03:00,0.0,,United Kingdom,False
107042,545402,22862,,-33,2011-03-02 12:07:00,0.0,,United Kingdom,False
108577,545546,84249A,check,-150,2011-03-03 15:03:00,0.0,,United Kingdom,False
108578,545547,85061W,,-391,2011-03-03 15:07:00,0.0,,United Kingdom,False
108579,545548,77101A,,-87,2011-03-03 15:08:00,0.0,,United Kingdom,False
108580,545549,15058B,,-61,2011-03-03 15:10:00,0.0,,United Kingdom,False
108589,545552,22021,,-20,2011-03-03 15:11:00,0.0,,United Kingdom,False
108591,545554,22988,,-70,2011-03-03 15:12:00,0.0,,United Kingdom,False
108682,545560,37464,,-2,2011-03-03 16:12:00,0.0,,United Kingdom,False
108683,545561,37379A,,-9,2011-03-03 16:12:00,0.0,,United Kingdom,False
108684,545562,20689,,-5,2011-03-03 16:12:00,0.0,,United Kingdom,False
108685,545563,20671,,-22,2011-03-03 16:13:00,0.0,,United Kingdom,False
108686,545564,85092,,-9,2011-03-03 16:13:00,0.0,,United Kingdom,False
108687,545565,47563B,,-10,2011-03-03 16:14:00,0.0,,United Kingdom,False
108688,545566,37477D,,-9,2011-03-03 16:14:00,0.0,,United Kingdom,False
108689,545567,37444B,,-3,2011-03-03 16:14:00,0.0,,United Kingdom,False
109344,545598,22080,,-278,2011-03-04 11:16:00,0.0,,United Kingdom,False
109345,545599,22272,,-140,2011-03-04 11:17:00,0.0,,United Kingdom,False
109346,545600,85160A,,-21,2011-03-04 11:45:00,0.0,,United Kingdom,False
112036,545857,20681,MIA,-154,2011-03-07 13:56:00,0.0,,United Kingdom,False
113580,545990,84598,check,-3000,2011-03-08 13:07:00,0.0,,United Kingdom,False
114428,546010,22423,damages,-19,2011-03-08 15:55:00,0.0,,United Kingdom,False
114493,546016,85172,Dotcom set,-675,2011-03-08 17:21:00,0.0,,United Kingdom,False
114522,546018,85172,wrongly sold as sets,-600,2011-03-08 17:23:00,0.0,,United Kingdom,False
114534,546020,85175,Amazon sold sets,-210,2011-03-08 17:27:00,0.0,,United Kingdom,False
114535,546021,85175,dotcom sold sets,-345,2011-03-08 17:27:00,0.0,,United Kingdom,False
114538,546023,85175,wrongly sold sets,-975,2011-03-08 17:29:00,0.0,,United Kingdom,False
114539,546024,85175,? sold as sets?,-1200,2011-03-08 17:31:00,0.0,,United Kingdom,False
114540,546025,85172,?sold as sets?,-600,2011-03-08 17:31:00,0.0,,United Kingdom,False
115488,546124,35610C,Thrown away.,-1121,2011-03-09 14:50:00,0.0,,United Kingdom,False
115489,546126,35611B,thrown away,-27,2011-03-09 14:52:00,0.0,,United Kingdom,False
115504,546129,35610B,thrown away,-541,2011-03-09 15:07:00,0.0,,United Kingdom,False
115505,546130,35610A,thrown away,-1277,2011-03-09 15:08:00,0.0,,United Kingdom,False
115805,546137,20893,damages/display,-197,2011-03-09 16:33:00,0.0,,United Kingdom,False
115806,546138,21815,?,-300,2011-03-09 16:34:00,0.0,,United Kingdom,False
115808,546140,21527,damages,-30,2011-03-09 16:35:00,0.0,,United Kingdom,False
115810,546142,40016,damaged stock,-1100,2011-03-09 16:37:00,0.0,,United Kingdom,False
115811,546145,21537,?,-80,2011-03-09 16:39:00,0.0,,United Kingdom,False
115812,546146,20752,,-40,2011-03-09 16:41:00,0.0,,United Kingdom,False
115813,546147,21320,broken,-63,2011-03-09 16:42:00,0.0,,United Kingdom,False
115814,546148,85049D,?,-100,2011-03-09 16:43:00,0.0,,United Kingdom,False
115815,546149,20866,?,-230,2011-03-09 17:02:00,0.0,,United Kingdom,False
115816,546150,21503,,-140,2011-03-09 17:03:00,0.0,,United Kingdom,False
115817,546151,21504,,-80,2011-03-09 17:04:00,0.0,,United Kingdom,False
115818,546152,72140F,throw away,-5368,2011-03-09 17:25:00,0.0,,United Kingdom,False
116406,546245,85185B,?,-259,2011-03-10 13:26:00,0.0,,United Kingdom,False
117315,546379,72225C,,-82,2011-03-11 12:21:00,0.0,,United Kingdom,False
117894,546407,22719,wrong barcode (22467),-178,2011-03-11 16:24:00,0.0,,United Kingdom,False
117896,546409,21833,damages,-110,2011-03-11 16:27:00,0.0,,United Kingdom,False
119556,546551,84563A,,-10,2011-03-14 17:33:00,0.0,,United Kingdom,False
120580,546661,22777,,-25,2011-03-15 14:33:00,0.0,,United Kingdom,False
120762,546672,85206A,,-77,2011-03-15 15:47:00,0.0,,United Kingdom,False
121360,546756,79067,,-5,2011-03-16 13:31:00,0.0,,United Kingdom,False
128446,547329,20681,,-1,2011-03-22 11:38:00,0.0,,United Kingdom,False
128447,547330,21894,,-40,2011-03-22 11:40:00,0.0,,United Kingdom,False
128448,547331,17013D,,-20,2011-03-22 11:41:00,0.0,,United Kingdom,False
128449,547332,21613,,-47,2011-03-22 11:42:00,0.0,,United Kingdom,False
128450,547333,22791,,-70,2011-03-22 11:43:00,0.0,,United Kingdom,False
